what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1300522868477
started,bundle,org.eclipse.osgi,3.7.0.v20110124-0830,"org.eclipse.osgi",1300522868484
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100920,"org.eclipse.equinox.simpleconfigurator",1300522868506
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1300522868507
started,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201101311025,"org.eclipse.cdt.codan.checkers",1300522868508
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201101311025,"org.eclipse.cdt.codan.core",1300522868529
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201101311025,"org.eclipse.cdt.codan.core.cxx",1300522868558
started,bundle,org.eclipse.cdt.codan.ui.cxx,1.0.0.201101311025,"org.eclipse.cdt.codan.ui.cxx",1300522868559
started,bundle,org.eclipse.cdt.core,5.3.0.201101311025,"org.eclipse.cdt.core",1300522868563
started,bundle,org.eclipse.cdt.make.core,7.1.0.201101311025,"org.eclipse.cdt.make.core",1300522868565
started,bundle,org.eclipse.cdt.make.ui,7.1.0.201101311025,"org.eclipse.cdt.make.ui",1300522868610
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.0.201101311025,"org.eclipse.cdt.managedbuilder.core",1300522868611
started,bundle,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui",1300522868614
started,bundle,org.eclipse.core.contenttype,3.4.100.v20101203-1034,"org.eclipse.core.contenttype",1300522868624
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100824-0800,"org.eclipse.core.databinding.observable",1300522868639
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1300522868653
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110124-0100,"org.eclipse.core.filebuffers",1300522868672
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110117,"org.eclipse.core.filesystem",1300522868676
started,bundle,org.eclipse.core.jobs,3.5.100.v20101008,"org.eclipse.core.jobs",1300522868721
started,bundle,org.eclipse.core.net,1.2.100.I20110118-0800,"org.eclipse.core.net",1300522868724
started,bundle,org.eclipse.core.resources,3.7.100.v20110125b,"org.eclipse.core.resources",1300522868725
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1300522868727
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1300522868751
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1300522868770
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1300522868770
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1300522868805
started,bundle,org.eclipse.equinox.app,1.3.100.v20110110,"org.eclipse.equinox.app",1300522868844
started,bundle,org.eclipse.equinox.common,3.6.0.v20110110,"org.eclipse.equinox.common",1300522868845
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110124-0830,"org.eclipse.equinox.ds",1300522868847
started,bundle,org.eclipse.equinox.event,1.2.100.v20110110,"org.eclipse.equinox.event",1300522868869
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110122-2355,"org.eclipse.equinox.p2.core",1300522868871
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20100920,"org.eclipse.equinox.p2.directorywatcher",1300522868893
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110122-2355,"org.eclipse.equinox.p2.engine",1300522868895
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110122-2355,"org.eclipse.equinox.p2.metadata",1300522868896
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.100.v20110122-2355,"org.eclipse.equinox.p2.metadata.repository",1300522868914
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110117-2315,"org.eclipse.equinox.p2.operations",1300522868948
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110122-2355,"org.eclipse.equinox.p2.reconciler.dropins",1300522868949
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110122-2355,"org.eclipse.equinox.p2.repository",1300522868986
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110104-0005,"org.eclipse.equinox.p2.ui.sdk.scheduler",1300522869004
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20101011-2100,"org.eclipse.equinox.p2.updatechecker",1300522869043
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110124-0830,"org.eclipse.equinox.preferences",1300522869078
started,bundle,org.eclipse.equinox.registry,3.5.100.v20101101,"org.eclipse.equinox.registry",1300522869091
started,bundle,org.eclipse.equinox.security,1.1.0.v20110124-0830,"org.eclipse.equinox.security",1300522869125
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1300522869143
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1300522869161
started,bundle,org.eclipse.jdt.core,3.7.0.v_B35,"org.eclipse.jdt.core",1300522869162
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100824-0800,"org.eclipse.jdt.core.manipulation",1300522869185
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110126-1300,"org.eclipse.jdt.ui",1300522869225
started,bundle,org.eclipse.jface,3.7.0.I20110118-0800,"org.eclipse.jface",1300522869227
started,bundle,org.eclipse.linuxtools.systemtap.ui.dashboardextension,0.3.0.201102011614,"org.eclipse.linuxtools.systemtap.ui.dashboardextension",1300522869228
started,bundle,org.eclipse.linuxtools.systemtap.ui.editor,0.3.0.201102011614,"org.eclipse.linuxtools.systemtap.ui.editor",1300522869229
started,bundle,org.eclipse.linuxtools.systemtap.ui.graphicalrun,0.3.0.201102011614,"org.eclipse.linuxtools.systemtap.ui.graphicalrun",1300522869251
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20101130-0800,"org.eclipse.ltk.core.refactoring",1300522869253
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.100.v20110111-0800,"org.eclipse.ltk.ui.refactoring",1300522869284
started,bundle,org.eclipse.mylyn.bugzilla.core,3.5.0.I20110202-1522,"org.eclipse.mylyn.bugzilla.core",1300522869302
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.5.0.I20110202-1522,"org.eclipse.mylyn.bugzilla.ui",1300522869304
started,bundle,org.eclipse.mylyn.commons.net,3.5.0.I20110202-1522,"org.eclipse.mylyn.commons.net",1300522869305
started,bundle,org.eclipse.mylyn.commons.ui,3.5.0.I20110202-1522,"org.eclipse.mylyn.commons.ui",1300522869309
started,bundle,org.eclipse.mylyn.monitor.ui,3.5.0.I20110202-1522,"org.eclipse.mylyn.monitor.ui",1300522869310
started,bundle,org.eclipse.team.core,3.6.0.I20110125-0640,"org.eclipse.team.core",1300522869322
started,bundle,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui",1300522869338
started,bundle,org.eclipse.ui.editors,3.7.0.v20110124-0100,"org.eclipse.ui.editors",1300522869345
started,bundle,org.eclipse.ui.forms,3.5.100.v20101220,"org.eclipse.ui.forms",1300522869394
started,bundle,org.eclipse.ui.ide,3.7.0.I20110126-0800,"org.eclipse.ui.ide",1300522869418
started,bundle,org.eclipse.ui.intro,3.4.0.v20101101,"org.eclipse.ui.intro",1300522869445
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20101001,"org.eclipse.ui.intro.universal",1300522869445
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1300522869857
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.resources",1300522869873
started,bundle,org.eclipse.ui.net,1.2.100.I20101012-0800,"org.eclipse.ui.net",1300522869873
started,bundle,org.eclipse.ui.views,3.6.0.I20110111-0800,"org.eclipse.ui.views",1300522869874
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"org.eclipse.ui.workbench",1300522869875
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.workbench.texteditor",1300522869876
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1300522869893
os,sysinfo,,,"linux",1300522869910
arch,sysinfo,,,"x86",1300522869910
ws,sysinfo,,,"gtk",1300522869910
locale,sysinfo,,,"en_US",1300522869910
processors,sysinfo,,,"1",1300522869913
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1300522869913
java.runtime.version,sysinfo,,,"1.6.0_20-b20",1300522869913
java.specification.name,sysinfo,,,"Java Platform API Specification",1300522869913
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1300522869913
java.specification.version,sysinfo,,,"1.6",1300522869913
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1300522869913
java.version,sysinfo,,,"1.6.0_20",1300522869913
java.vm.info,sysinfo,,,"mixed mode, sharing",1300522869913
java.vm.name,sysinfo,,,"OpenJDK Client VM",1300522869913
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1300522869913
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1300522869913
java.vm.specification.version,sysinfo,,,"1.0",1300522869913
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1300522869913
java.vm.version,sysinfo,,,"19.0-b09",1300522869913
started,bundle,org.eclipse.mylyn.context.ui,3.5.0.I20110202-1522,"org.eclipse.mylyn.context.ui",1300522869960
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300522870019
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300522870129
closed,view,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.internal.introview",1300522870200
started,bundle,org.eclipse.mylyn.tasks.ui,3.5.0.I20110202-1522,"org.eclipse.mylyn.tasks.ui",1300522870674
started,bundle,org.eclipse.mylyn.team.ui,3.5.0.I20110202-1522,"org.eclipse.mylyn.team.ui",1300522870739
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1300522870785
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1300522870835
started,bundle,org.eclipse.jsch.core,1.1.300.I20110118-0800,"org.eclipse.jsch.core",1300522871259
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110125-0640,"org.eclipse.team.cvs.core",1300522871263
started,bundle,org.eclipse.team.ui,3.5.200.I20110125-0640,"org.eclipse.team.ui",1300522871340
started,bundle,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console",1300522871399
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110125-0640,"org.eclipse.team.cvs.ui",1300522871660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300522896631
started,bundle,org.eclipse.debug.core,3.7.0.v20110124,"org.eclipse.debug.core",1300522912095
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110124,"org.eclipse.jdt.launching",1300522912136
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.file.import",1300522912887
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.file.import",1300522912887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300522912942
started,bundle,org.eclipse.linuxtools.cdt.autotools,2.0.0.201102011614,"org.eclipse.linuxtools.cdt.autotools",1300522913522
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201102011614,"org.eclipse.linuxtools.cdt.autotools.core",1300522913555
started,bundle,org.eclipse.core.variables,3.2.500.v20101213_2,"org.eclipse.core.variables",1300522913698
started,bundle,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui",1300522927096
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201101311025,"org.eclipse.cdt.debug.core",1300522927947
started,bundle,org.eclipse.cdt.debug.ui,7.1.0.201101311025,"org.eclipse.cdt.debug.ui",1300522928025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300522928274
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201101311025,"org.eclipse.cdt.debug.mi.ui",1300522929345
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.0.201101311025,"org.eclipse.cdt.debug.mi.core",1300522929432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300522929527
started,bundle,org.eclipse.cdt.launch,7.0.0.201101311025,"org.eclipse.cdt.launch",1300522929770
opened,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1300522931088
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.0.201101311025,"org.eclipse.cdt.managedbuilder.gnu.ui",1300522931887
started,bundle,org.eclipse.cdt.dsf,2.2.0.201101311025,"org.eclipse.cdt.dsf",1300522945455
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.0.201101311025,"org.eclipse.cdt.dsf.gdb",1300522945462
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.0.201101311025,"org.eclipse.cdt.dsf.gdb.ui",1300522945480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300522948138
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523035935
started,bundle,org.eclipse.linuxtools.profiling.launch,0.7.0.201102011614,"org.eclipse.linuxtools.profiling.launch",1300523039532
started,bundle,org.eclipse.linuxtools.callgraph.launch,0.0.1.201102011614,"org.eclipse.linuxtools.callgraph.launch",1300523039569
started,bundle,org.eclipse.linuxtools.oprofile.launch,0.3.0.201102011614,"org.eclipse.linuxtools.oprofile.launch",1300523039614
started,bundle,org.eclipse.linuxtools.valgrind.core,0.7.0.201102011614,"org.eclipse.linuxtools.valgrind.core",1300523039672
started,bundle,org.eclipse.linuxtools.valgrind.launch,0.7.0.201102011614,"org.eclipse.linuxtools.valgrind.launch",1300523039679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523041651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523077243
started,bundle,org.eclipse.search,3.6.100.v20110124-0100,"org.eclipse.search",1300523082833
started,bundle,org.eclipse.compare.core,3.5.200.I20101102-0800,"org.eclipse.compare.core",1300523085721
opened,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1300523085841
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1300523086616
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300523086737
started,bundle,org.eclipse.cdt.codan.ui,1.1.0.201101311025,"org.eclipse.cdt.codan.ui",1300523086807
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201101311025,"org.eclipse.cdt.codan.checkers.ui",1300523113429
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1300523119931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523176316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523183083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523184479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523187220
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1300523215055
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1300523219307
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.0.3.201102011614,"org.eclipse.linuxtools.cdt.libhover",1300523222961
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1300523240772
started,bundle,org.eclipse.compare,3.5.200.I20101206-1300,"org.eclipse.compare",1300523301737
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1300523305148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523339540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523394871
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523395012
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1300523396025
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523396071
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523399751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523400257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523403685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523472798
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1300523474371
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523544399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523898258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523901087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1300523913348
