what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122371236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122387345
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122409071
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110124-0100,"org.eclipse.ui.edit.text.delete.line",1301122412559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122418317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122419863
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301122426036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122426485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122430616
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301122440740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122481818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122483373
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301122487997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122488453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122492339
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301122495100
executed,command,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1301122573817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122595133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122596546
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301122601515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122601882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122606042
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301122617029
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1301122624079
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301122627796
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.paste",1301122639726
executed,command,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1301122652049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122658171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122660179
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301122665487
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122665917
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122670377
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301122677361
executed,command,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1301122680631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122682057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122683468
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301122688022
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122688358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122692695
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301122717323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122723018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122724264
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1301122728699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122729041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1301122733123
no handler,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301122740142
activated,editor,org.eclipse.cdt.ui,5.3.0.201101311025,"org.eclipse.cdt.ui.editor.CEditor",1301122741200
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301122741923
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301122742312
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301122742752
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301122743245
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301122743620
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301122743967
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.undo",1301122744277
